Source,Destination,Date,Departure_Time,Arrival_Time,Duration,Price,Currency,Airline,Stops
BOM,CCU,2026-02-11,11:50:00,18:05:00,PT6H15M,139.81,EUR,AI,1
BOM,CCU,2026-02-11,09:25:00,15:05:00,PT5H40M,141.91,EUR,AI,1
BOM,CCU,2026-02-11,05:55:00,11:55:00,PT6H,152.41,EUR,AI,1
BOM,CCU,2026-02-11,10:25:00,18:05:00,PT7H40M,152.41,EUR,AI,1
BOM,CCU,2026-02-11,17:25:00,23:30:00,PT6H5M,153.46,EUR,AI,1
BOM,CCU,2026-02-11,17:25:00,00:10:00,PT6H45M,153.46,EUR,AI,1
BOM,CCU,2026-02-11,10:00:00,15:05:00,PT5H5M,154.51,EUR,AI,1
BOM,CCU,2026-02-11,15:20:00,20:30:00,PT5H10M,154.51,EUR,AI,1
BOM,CCU,2026-02-11,06:10:00,19:45:00,PT13H35M,175.08,EUR,AI,1
BOM,CCU,2026-02-11,22:55:00,04:15:00,PT5H20M,187.06,EUR,AI,1
BOM,CCU,2026-02-11,14:55:00,16:10:00,PT25H15M,204.89,EUR,HR,1
BOM,CCU,2026-02-11,06:00:00,00:40:00,PT18H40M,248.15,EUR,HR,1
BOM,CCU,2026-02-11,22:25:00,00:40:00,PT26H15M,248.15,EUR,HR,1
BOM,CCU,2026-02-11,22:25:00,09:00:00,PT10H35M,285.95,EUR,HR,1
BOM,CCU,2026-02-11,22:05:00,09:00:00,PT10H55M,285.95,EUR,HR,1
BOM,HYD,2026-02-11,06:00:00,07:25:00,PT1H25M,43.63,EUR,AI,0
BOM,HYD,2026-02-11,18:10:00,19:35:00,PT1H25M,43.63,EUR,AI,0
BOM,HYD,2026-02-11,10:05:00,11:35:00,PT1H30M,43.63,EUR,AI,0
BOM,HYD,2026-02-11,11:00:00,12:30:00,PT1H30M,43.63,EUR,AI,0
BOM,HYD,2026-02-11,15:00:00,16:30:00,PT1H30M,43.63,EUR,AI,0
BOM,HYD,2026-02-11,16:00:00,17:35:00,PT1H35M,43.63,EUR,AI,0
BOM,HYD,2026-02-11,22:30:00,00:05:00,PT1H35M,43.63,EUR,AI,0
BOM,HYD,2026-02-11,07:00:00,08:40:00,PT1H40M,43.63,EUR,AI,0
BOM,HYD,2026-02-11,19:55:00,21:40:00,PT1H45M,43.63,EUR,AI,0
BOM,HYD,2026-02-11,06:35:00,10:20:00,PT3H45M,126.16,EUR,AI,1
BOM,HYD,2026-02-11,16:40:00,21:10:00,PT4H30M,129.31,EUR,AI,1
BOM,HYD,2026-02-11,15:20:00,21:10:00,PT5H50M,129.31,EUR,AI,1
BOM,HYD,2026-02-11,07:50:00,14:55:00,PT7H5M,148.21,EUR,AI,1
BOM,HYD,2026-02-11,07:00:00,12:35:00,PT5H35M,157.66,EUR,AI,1
BOM,HYD,2026-02-11,16:10:00,21:50:00,PT5H40M,157.66,EUR,AI,1
BOM,HYD,2026-02-11,22:50:00,04:50:00,PT6H,157.66,EUR,AI,1
BOM,HYD,2026-02-11,16:10:00,22:20:00,PT6H10M,157.66,EUR,AI,1
BOM,HYD,2026-02-11,01:30:00,08:20:00,PT6H50M,157.66,EUR,AI,1
BOM,HYD,2026-02-11,01:30:00,09:30:00,PT8H,157.66,EUR,AI,1
BOM,HYD,2026-02-11,13:00:00,18:35:00,PT5H35M,158.71,EUR,AI,1
BOM,HYD,2026-02-11,13:00:00,19:50:00,PT6H50M,158.71,EUR,AI,1
BOM,HYD,2026-02-11,09:25:00,14:45:00,PT5H20M,159.76,EUR,AI,1
BOM,HYD,2026-02-11,10:25:00,17:10:00,PT6H45M,159.76,EUR,AI,1
BOM,HYD,2026-02-11,13:15:00,18:35:00,PT5H20M,161.86,EUR,AI,1
BOM,HYD,2026-02-11,18:20:00,00:10:00,PT5H50M,161.86,EUR,AI,1
BOM,HYD,2026-02-11,13:15:00,19:50:00,PT6H35M,161.86,EUR,AI,1
BOM,HYD,2026-02-11,10:00:00,17:10:00,PT7H10M,162.91,EUR,AI,1
BOM,HYD,2026-02-11,10:00:00,14:45:00,PT4H45M,167.11,EUR,AI,1
BOM,HYD,2026-02-11,22:55:00,04:50:00,PT5H55M,167.11,EUR,AI,1
BOM,HYD,2026-02-11,05:55:00,12:00:00,PT6H5M,167.11,EUR,AI,1
BOM,HYD,2026-02-11,05:55:00,12:35:00,PT6H40M,167.11,EUR,AI,1
BOM,HYD,2026-02-11,16:00:00,21:50:00,PT5H50M,169.21,EUR,AI,1
BOM,HYD,2026-02-11,16:00:00,22:20:00,PT6H20M,169.21,EUR,AI,1
BOM,HYD,2026-02-11,17:25:00,00:10:00,PT6H45M,169.21,EUR,AI,1
BOM,HYD,2026-02-11,10:00:00,17:10:00,PT7H10M,169.21,EUR,AI,1
BOM,AMD,2026-02-11,20:30:00,21:40:00,PT1H10M,60.43,EUR,AI,0
BOM,AMD,2026-02-11,22:45:00,23:55:00,PT1H10M,60.43,EUR,AI,0
BOM,AMD,2026-02-11,15:05:00,16:20:00,PT1H15M,60.43,EUR,AI,0
BOM,AMD,2026-02-11,05:30:00,06:50:00,PT1H20M,60.43,EUR,AI,0
BOM,AMD,2026-02-11,18:35:00,19:55:00,PT1H20M,60.43,EUR,AI,0
BOM,AMD,2026-02-11,06:25:00,07:50:00,PT1H25M,60.43,EUR,AI,0
BOM,AMD,2026-02-11,16:10:00,21:40:00,PT5H30M,144.01,EUR,AI,1
BOM,AMD,2026-02-11,17:25:00,21:40:00,PT4H15M,154.51,EUR,AI,1
BOM,AMD,2026-02-11,16:10:00,21:30:00,PT5H20M,172.36,EUR,AI,1
BOM,AMD,2026-02-11,01:30:00,08:00:00,PT6H30M,172.36,EUR,AI,1
BOM,AMD,2026-02-11,10:00:00,15:00:00,PT5H,174.46,EUR,AI,1
BOM,AMD,2026-02-11,13:00:00,18:00:00,PT5H,174.46,EUR,AI,1
BOM,AMD,2026-02-11,13:15:00,18:00:00,PT4H45M,176.56,EUR,AI,1
BOM,AMD,2026-02-11,18:20:00,23:25:00,PT5H5M,176.56,EUR,AI,1
BOM,AMD,2026-02-11,04:30:00,23:25:00,PT18H55M,176.56,EUR,AI,1
BOM,AMD,2026-02-11,01:30:00,06:35:00,PT5H5M,176.56,EUR,AI,1
BOM,AMD,2026-02-11,10:00:00,15:00:00,PT5H,181.81,EUR,AI,1
BOM,AMD,2026-02-11,17:25:00,22:20:00,PT4H55M,183.91,EUR,AI,1
BOM,AMD,2026-02-11,16:00:00,21:30:00,PT5H30M,183.91,EUR,AI,1
BOM,AMD,2026-02-11,06:00:00,23:40:00,PT17H40M,238.70,EUR,HR,1
BOM,AMD,2026-02-11,22:25:00,23:40:00,PT25H15M,238.70,EUR,HR,1
BOM,GOI,2026-02-11,11:30:00,12:45:00,PT1H15M,48.88,EUR,AI,0
BOM,GOI,2026-02-11,13:30:00,14:50:00,PT1H20M,48.88,EUR,AI,0
BOM,GOI,2026-02-11,15:30:00,16:50:00,PT1H20M,48.88,EUR,AI,0
BOM,GOI,2026-02-11,20:50:00,22:10:00,PT1H20M,48.88,EUR,AI,0
BOM,GOI,2026-02-11,05:10:00,06:30:00,PT1H20M,54.13,EUR,AI,0
BOM,GOI,2026-02-11,14:50:00,16:25:00,PT1H35M,111.04,EUR,GP,0
BOM,GOI,2026-02-11,06:35:00,12:00:00,PT5H25M,119.86,EUR,AI,1
BOM,GOI,2026-02-11,19:00:00,00:45:00,PT5H45M,175.29,EUR,AI,1
BOM,GOI,2026-02-11,18:20:00,00:45:00,PT6H25M,179.49,EUR,AI,1
BOM,GOI,2026-02-11,08:00:00,14:15:00,PT6H15M,198.61,EUR,AI,1
BOM,GOI,2026-02-11,14:40:00,21:20:00,PT6H40M,198.61,EUR,AI,1
BOM,GOI,2026-02-11,15:20:00,21:20:00,PT6H,204.91,EUR,AI,1
